contact_key,contact_channel,contact_month,month_sort,contact_weekday,weekday_sort,campaign_contact_band,contact_intensity_band
551,cellular,oct,8,wed,3,1 contact,moderate
552,cellular,oct,8,wed,3,1 contact,low
553,cellular,oct,8,wed,3,1 contact,high
554,cellular,oct,8,wed,3,2 contacts,moderate
555,cellular,oct,8,wed,3,2 contacts,high
556,telephone,oct,8,wed,3,2 contacts,moderate
557,cellular,oct,8,mon,1,2 contacts,moderate
558,cellular,oct,8,mon,1,1 contact,moderate
559,cellular,oct,8,mon,1,1 contact,low
560,cellular,oct,8,mon,1,3-4 contacts,high
561,telephone,oct,8,mon,1,3-4 contacts,high
562,telephone,oct,8,tue,2,2 contacts,moderate
563,telephone,oct,8,tue,2,3-4 contacts,moderate
564,cellular,oct,8,tue,2,2 contacts,high
565,cellular,oct,8,wed,3,3-4 contacts,moderate
566,telephone,oct,8,thu,4,2 contacts,moderate
567,cellular,oct,8,thu,4,5+ contacts,high
568,cellular,oct,8,thu,4,3-4 contacts,high
569,telephone,oct,8,thu,4,3-4 contacts,high
570,cellular,oct,8,fri,5,1 contact,moderate
571,telephone,oct,8,fri,5,1 contact,moderate
572,telephone,oct,8,fri,5,2 contacts,moderate
573,cellular,oct,8,fri,5,5+ contacts,high
574,cellular,oct,8,mon,1,3-4 contacts,moderate
575,telephone,oct,8,mon,1,2 contacts,moderate
576,cellular,oct,8,wed,3,3-4 contacts,high
577,telephone,oct,8,wed,3,3-4 contacts,moderate
578,cellular,oct,8,fri,5,3-4 contacts,high
579,cellular,oct,8,mon,1,2 contacts,high
580,cellular,oct,8,tue,2,1 contact,high
581,cellular,oct,8,tue,2,3-4 contacts,high
582,telephone,oct,8,thu,4,3-4 contacts,moderate
583,cellular,oct,8,fri,5,2 contacts,high
584,telephone,oct,8,fri,5,3-4 contacts,moderate
585,cellular,oct,8,fri,5,3-4 contacts,moderate
586,telephone,oct,8,fri,5,3-4 contacts,high
587,cellular,nov,9,mon,1,2 contacts,high
588,cellular,nov,9,tue,2,1 contact,high
589,cellular,nov,9,tue,2,2 contacts,high
590,cellular,nov,9,wed,3,2 contacts,high
591,cellular,nov,9,fri,5,1 contact,high
592,cellular,nov,9,fri,5,2 contacts,high
593,cellular,nov,9,mon,1,1 contact,high
594,cellular,nov,9,wed,3,1 contact,high
595,cellular,nov,9,thu,4,2 contacts,high
596,cellular,nov,9,thu,4,1 contact,high
597,cellular,nov,9,fri,5,3-4 contacts,very high
598,telephone,nov,9,fri,5,2 contacts,high
599,cellular,nov,9,mon,1,5+ contacts,high
600,telephone,nov,9,mon,1,5+ contacts,very high
601,cellular,nov,9,mon,1,5+ contacts,very high
602,telephone,nov,9,mon,1,1 contact,high
603,cellular,dec,10,wed,3,1 contact,low
604,cellular,dec,10,wed,3,1 contact,moderate
605,cellular,dec,10,wed,3,2 contacts,moderate
606,cellular,dec,10,thu,4,2 contacts,moderate
607,cellular,dec,10,thu,4,1 contact,moderate
608,cellular,dec,10,thu,4,1 contact,high
609,cellular,dec,10,thu,4,3-4 contacts,moderate
610,telephone,dec,10,thu,4,1 contact,low
611,telephone,dec,10,fri,5,2 contacts,moderate
612,cellular,dec,10,fri,5,3-4 contacts,high
613,cellular,dec,10,fri,5,2 contacts,high
614,cellular,dec,10,fri,5,5+ contacts,high
615,cellular,dec,10,fri,5,2 contacts,moderate
616,cellular,dec,10,fri,5,5+ contacts,very high
617,cellular,dec,10,mon,1,2 contacts,moderate
618,cellular,dec,10,mon,1,1 contact,moderate
619,cellular,dec,10,mon,1,3-4 contacts,moderate
620,cellular,dec,10,mon,1,1 contact,low
621,cellular,dec,10,mon,1,2 contacts,high
622,telephone,dec,10,mon,1,5+ contacts,high
623,telephone,dec,10,mon,1,2 contacts,moderate
624,cellular,dec,10,mon,1,5+ contacts,high
625,cellular,dec,10,mon,1,3-4 contacts,high
626,cellular,dec,10,wed,3,5+ contacts,very high
627,telephone,dec,10,wed,3,5+ contacts,very high
628,telephone,dec,10,wed,3,2 contacts,moderate
629,telephone,dec,10,wed,3,1 contact,low
630,telephone,dec,10,wed,3,5+ contacts,high
631,telephone,dec,10,wed,3,3-4 contacts,high
632,cellular,dec,10,wed,3,3-4 contacts,moderate
633,cellular,dec,10,thu,4,5+ contacts,high
634,cellular,dec,10,thu,4,3-4 contacts,high
635,cellular,dec,10,fri,5,3-4 contacts,moderate
636,cellular,dec,10,tue,2,1 contact,low
637,telephone,dec,10,tue,2,1 contact,moderate
638,cellular,dec,10,tue,2,2 contacts,moderate
639,cellular,dec,10,tue,2,3-4 contacts,high
640,cellular,dec,10,thu,4,2 contacts,high
641,cellular,dec,10,thu,4,5+ contacts,very high
642,cellular,dec,10,fri,5,1 contact,moderate
643,telephone,dec,10,fri,5,3-4 contacts,high
644,telephone,dec,10,fri,5,5+ contacts,high
645,cellular,dec,10,tue,2,3-4 contacts,moderate
646,telephone,dec,10,thu,4,1 contact,moderate
647,telephone,dec,10,mon,1,1 contact,moderate
648,telephone,dec,10,tue,2,3-4 contacts,high
649,cellular,dec,10,tue,2,1 contact,moderate
650,cellular,dec,10,tue,2,2 contacts,high
651,cellular,dec,10,wed,3,3-4 contacts,high
652,telephone,mar,1,mon,1,1 contact,moderate
653,telephone,mar,1,tue,2,1 contact,low
654,telephone,mar,1,wed,3,1 contact,low
655,cellular,mar,1,wed,3,2 contacts,high
656,telephone,mar,1,wed,3,3-4 contacts,moderate
657,cellular,mar,1,thu,4,2 contacts,high
658,telephone,mar,1,thu,4,2 contacts,moderate
659,telephone,mar,1,thu,4,5+ contacts,very high
660,telephone,mar,1,thu,4,1 contact,moderate
661,telephone,mar,1,fri,5,3-4 contacts,high
662,cellular,mar,1,fri,5,1 contact,moderate
663,telephone,mar,1,fri,5,1 contact,moderate
664,cellular,mar,1,fri,5,2 contacts,high
665,cellular,mar,1,mon,1,1 contact,moderate
666,telephone,mar,1,tue,2,1 contact,moderate
667,cellular,mar,1,tue,2,1 contact,high
668,telephone,mar,1,tue,2,3-4 contacts,high
669,telephone,mar,1,wed,3,1 contact,moderate
670,cellular,mar,1,thu,4,3-4 contacts,very high
671,cellular,mar,1,fri,5,1 contact,high
672,cellular,mar,1,fri,5,3-4 contacts,very high
673,cellular,mar,1,mon,1,2 contacts,high
674,cellular,mar,1,mon,1,1 contact,high
675,telephone,mar,1,wed,3,5+ contacts,very high
676,telephone,mar,1,thu,4,3-4 contacts,moderate
677,telephone,mar,1,mon,1,2 contacts,high
678,cellular,apr,2,fri,5,1 contact,high
679,cellular,apr,2,mon,1,1 contact,high
680,cellular,may,3,tue,2,1 contact,high
681,cellular,may,3,wed,3,1 contact,high
682,cellular,may,3,thu,4,1 contact,high
683,cellular,may,3,wed,3,2 contacts,very high
684,telephone,may,3,wed,3,1 contact,high
685,telephone,may,3,wed,3,2 contacts,high
686,cellular,may,3,thu,4,3-4 contacts,very high
687,cellular,may,3,fri,5,3-4 contacts,very high
688,cellular,may,3,mon,1,1 contact,high
689,cellular,may,3,tue,2,2 contacts,very high
690,telephone,jun,4,tue,2,1 contact,moderate
691,cellular,jun,4,tue,2,5+ contacts,high
692,cellular,jun,4,fri,5,2 contacts,high
693,cellular,jun,4,wed,3,1 contact,high
694,telephone,jun,4,wed,3,1 contact,high
695,cellular,jun,4,mon,1,2 contacts,high
696,cellular,jun,4,mon,1,1 contact,high
697,cellular,jun,4,tue,2,5+ contacts,very high
698,telephone,jun,4,wed,3,1 contact,moderate
699,cellular,jun,4,thu,4,2 contacts,high
700,telephone,jun,4,thu,4,1 contact,moderate
701,cellular,jun,4,fri,5,1 contact,high
702,cellular,jun,4,mon,1,5+ contacts,very high
703,cellular,jun,4,mon,1,3-4 contacts,very high
704,cellular,jun,4,wed,3,3-4 contacts,very high
705,telephone,jul,5,thu,4,3-4 contacts,very high
706,telephone,jul,5,thu,4,1 contact,moderate
707,telephone,jul,5,fri,5,1 contact,moderate
708,telephone,jul,5,mon,1,1 contact,moderate
709,cellular,jul,5,mon,1,1 contact,moderate
710,cellular,jul,5,tue,2,1 contact,high
711,telephone,jul,5,wed,3,1 contact,moderate
712,telephone,jul,5,thu,4,2 contacts,high
713,cellular,jul,5,mon,1,2 contacts,high
714,telephone,jul,5,tue,2,1 contact,moderate
715,cellular,jul,5,fri,5,1 contact,high
716,cellular,jul,5,mon,1,1 contact,high
717,cellular,jul,5,wed,3,2 contacts,high
718,cellular,jul,5,thu,4,1 contact,high
719,telephone,jul,5,fri,5,2 contacts,high
720,telephone,aug,6,tue,2,2 contacts,high
721,telephone,aug,6,wed,3,2 contacts,high
722,telephone,aug,6,wed,3,1 contact,high
723,cellular,aug,6,thu,4,3-4 contacts,very high
724,cellular,aug,6,fri,5,3-4 contacts,very high
725,cellular,aug,6,fri,5,1 contact,very high
726,telephone,aug,6,mon,1,1 contact,high
727,cellular,aug,6,mon,1,2 contacts,very high
728,cellular,aug,6,mon,1,1 contact,high
729,telephone,aug,6,thu,4,1 contact,high
730,telephone,aug,6,thu,4,1 contact,moderate
731,cellular,aug,6,tue,2,3-4 contacts,very high
732,cellular,sep,7,wed,3,1 contact,high
733,telephone,sep,7,wed,3,1 contact,moderate
734,cellular,sep,7,thu,4,3-4 contacts,high
735,telephone,sep,7,thu,4,1 contact,high
736,cellular,sep,7,thu,4,5+ contacts,very high
737,cellular,sep,7,thu,4,1 contact,high
738,cellular,sep,7,fri,5,3-4 contacts,very high
739,telephone,sep,7,fri,5,1 contact,moderate
740,telephone,sep,7,fri,5,5+ contacts,very high
741,cellular,sep,7,mon,1,2 contacts,high
742,telephone,sep,7,mon,1,5+ contacts,high
743,cellular,sep,7,mon,1,1 contact,high
744,cellular,sep,7,mon,1,5+ contacts,very high
745,cellular,sep,7,tue,2,3-4 contacts,moderate
746,telephone,sep,7,wed,3,3-4 contacts,very high
747,telephone,sep,7,thu,4,3-4 contacts,high
748,telephone,sep,7,fri,5,2 contacts,high
749,cellular,sep,7,mon,1,3-4 contacts,very high
750,cellular,sep,7,tue,2,1 contact,high
751,telephone,sep,7,tue,2,3-4 contacts,high
752,telephone,sep,7,thu,4,2 contacts,moderate
753,cellular,sep,7,thu,4,5+ contacts,high
754,telephone,sep,7,wed,3,2 contacts,moderate
755,cellular,sep,7,thu,4,3-4 contacts,very high
756,cellular,oct,8,fri,5,1 contact,high
757,telephone,oct,8,wed,3,1 contact,moderate
758,cellular,oct,8,thu,4,1 contact,high
759,telephone,oct,8,mon,1,2 contacts,high
760,cellular,oct,8,mon,1,1 contact,high
761,telephone,oct,8,mon,1,1 contact,moderate
762,cellular,oct,8,mon,1,5+ contacts,high
763,telephone,oct,8,tue,2,5+ contacts,very high
764,telephone,oct,8,wed,3,2 contacts,high
765,cellular,oct,8,thu,4,3-4 contacts,very high
766,cellular,oct,8,mon,1,3-4 contacts,very high
767,telephone,oct,8,mon,1,1 contact,high
768,telephone,oct,8,mon,1,3-4 contacts,moderate
769,cellular,nov,9,tue,2,1 contact,very high
770,telephone,nov,9,tue,2,2 contacts,high
771,cellular,nov,9,wed,3,2 contacts,very high
772,telephone,nov,9,thu,4,2 contacts,high
773,cellular,nov,9,mon,1,2 contacts,very high
774,cellular,nov,9,thu,4,1 contact,very high
