customer_profile_key,age,age_band,job,marital,education,education_group,default_status,housing_status,loan_status,housing_loan_profile,personal_loan_profile,credit_exposure_profile
969,41,40-49,entrepreneur,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
970,53,50-59,blue-collar,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
971,34,30-39,blue-collar,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
972,36,30-39,blue-collar,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
973,31,30-39,blue-collar,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
974,59,50-59,retired,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
975,49,40-49,technician,married,professional.course,professional,unknown,unknown,unknown,unknown,unknown,exposure unknown
976,37,30-39,management,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
977,50,50-59,management,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
978,32,30-39,admin.,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
979,43,40-49,blue-collar,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
980,52,50-59,blue-collar,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
981,54,50-59,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
982,31,30-39,services,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
983,35,30-39,blue-collar,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
984,56,50-59,retired,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
985,38,30-39,entrepreneur,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
986,42,40-49,technician,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
987,44,40-49,blue-collar,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
988,58,50-59,admin.,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
989,43,40-49,admin.,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
990,59,50-59,retired,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
991,41,40-49,admin.,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
992,33,30-39,admin.,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
993,46,40-49,blue-collar,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
994,30,30-39,admin.,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
995,28,17-29,services,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
996,58,50-59,admin.,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
997,43,40-49,blue-collar,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
998,39,30-39,self-employed,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
999,25,17-29,services,married,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
1000,39,30-39,admin.,single,unknown,unknown,no,no,no,no housing loan,no personal loan,no reported loan exposure
1001,42,40-49,retired,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1002,43,40-49,admin.,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1003,43,40-49,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1004,33,30-39,admin.,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1005,52,50-59,unknown,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1006,42,40-49,services,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1007,53,50-59,blue-collar,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1008,41,40-49,housemaid,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1009,48,40-49,blue-collar,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1010,40,40-49,admin.,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1011,40,40-49,admin.,single,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
1012,53,50-59,blue-collar,married,high.school,secondary,unknown,no,yes,no housing loan,personal loan,single loan exposure
1013,55,50-59,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1014,39,30-39,technician,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1015,35,30-39,blue-collar,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
1016,50,50-59,housemaid,divorced,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1017,38,30-39,services,divorced,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1018,39,30-39,admin.,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1019,44,40-49,unknown,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1020,51,50-59,technician,married,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
1021,41,40-49,technician,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
1022,38,30-39,self-employed,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1023,48,40-49,blue-collar,married,basic.6y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
1024,32,30-39,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1025,46,40-49,blue-collar,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1026,49,40-49,housemaid,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1027,47,40-49,blue-collar,married,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1028,28,17-29,blue-collar,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1029,38,30-39,admin.,single,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1030,51,50-59,services,married,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
1031,50,50-59,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1032,38,30-39,admin.,single,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
1033,48,40-49,blue-collar,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1034,44,40-49,technician,divorced,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
1035,34,30-39,blue-collar,single,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1036,36,30-39,blue-collar,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1037,40,40-49,blue-collar,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1038,35,30-39,unknown,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1039,46,40-49,blue-collar,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1040,35,30-39,unknown,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1041,32,30-39,management,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1042,34,30-39,admin.,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1043,35,30-39,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1044,28,17-29,admin.,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1045,48,40-49,unemployed,married,basic.4y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1046,53,50-59,blue-collar,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
1047,31,30-39,management,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
1048,59,50-59,retired,married,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
1049,51,50-59,unemployed,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1050,40,40-49,technician,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1051,42,40-49,entrepreneur,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1052,30,30-39,housemaid,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1053,40,40-49,blue-collar,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1054,50,50-59,entrepreneur,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1055,36,30-39,blue-collar,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1056,29,17-29,unemployed,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1057,43,40-49,blue-collar,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1058,35,30-39,services,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1059,35,30-39,unknown,single,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1060,48,40-49,blue-collar,divorced,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1061,49,40-49,technician,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1062,44,40-49,blue-collar,married,basic.6y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
1063,32,30-39,blue-collar,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1064,41,40-49,admin.,married,basic.4y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
1065,27,17-29,student,single,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1066,41,40-49,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1067,36,30-39,blue-collar,married,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1068,45,40-49,services,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1069,54,50-59,technician,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1070,48,40-49,admin.,married,high.school,secondary,unknown,no,yes,no housing loan,personal loan,single loan exposure
1071,32,30-39,blue-collar,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1072,33,30-39,management,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
1073,44,40-49,technician,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1074,50,50-59,technician,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1075,32,30-39,student,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1076,32,30-39,student,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1077,40,40-49,admin.,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1078,24,17-29,services,single,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
1079,32,30-39,technician,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
1080,33,30-39,admin.,single,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1081,48,40-49,technician,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
1082,52,50-59,housemaid,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1083,30,30-39,admin.,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
1084,36,30-39,admin.,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1085,31,30-39,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1086,41,40-49,technician,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
1087,35,30-39,unknown,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1088,55,50-59,retired,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1089,57,50-59,retired,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1090,38,30-39,entrepreneur,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1091,52,50-59,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1092,60,60+,services,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1093,24,17-29,student,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1094,38,30-39,entrepreneur,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1095,44,40-49,technician,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1096,25,17-29,services,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1097,32,30-39,admin.,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1098,51,50-59,blue-collar,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1099,27,17-29,housemaid,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1100,45,40-49,services,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1101,30,30-39,services,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1102,60,60+,entrepreneur,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1103,28,17-29,services,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
1104,45,40-49,blue-collar,married,basic.4y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
1105,37,30-39,unemployed,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1106,37,30-39,unemployed,married,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
1107,36,30-39,services,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1108,49,40-49,blue-collar,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1109,35,30-39,services,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
1110,34,30-39,admin.,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1111,33,30-39,services,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1112,38,30-39,unemployed,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
1113,30,30-39,admin.,divorced,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1114,31,30-39,blue-collar,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1115,39,30-39,management,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1116,37,30-39,blue-collar,married,unknown,unknown,unknown,yes,no,housing loan,no personal loan,single loan exposure
1117,48,40-49,blue-collar,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1118,37,30-39,technician,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1119,37,30-39,technician,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1120,26,17-29,services,divorced,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1121,33,30-39,management,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1122,54,50-59,admin.,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1123,35,30-39,entrepreneur,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
1124,45,40-49,admin.,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1125,33,30-39,services,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1126,37,30-39,blue-collar,married,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
1127,33,30-39,blue-collar,divorced,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1128,43,40-49,technician,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1129,43,40-49,entrepreneur,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1130,47,40-49,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1131,30,30-39,services,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1132,51,50-59,admin.,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1133,59,50-59,blue-collar,married,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1134,31,30-39,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1135,39,30-39,unemployed,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1136,43,40-49,blue-collar,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1137,30,30-39,blue-collar,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1138,37,30-39,blue-collar,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1139,37,30-39,blue-collar,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
1140,37,30-39,blue-collar,single,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1141,36,30-39,management,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1142,48,40-49,blue-collar,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1143,30,30-39,admin.,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1144,38,30-39,entrepreneur,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1145,50,50-59,technician,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1146,50,50-59,unemployed,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1147,54,50-59,entrepreneur,married,basic.4y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
1148,33,30-39,management,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1149,20,17-29,entrepreneur,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1150,24,17-29,blue-collar,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1151,28,17-29,management,single,unknown,unknown,no,yes,no,housing loan,no personal loan,single loan exposure
1152,55,50-59,housemaid,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1153,25,17-29,blue-collar,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1154,41,40-49,admin.,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1155,27,17-29,blue-collar,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1156,34,30-39,blue-collar,married,basic.6y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
1157,25,17-29,technician,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1158,48,40-49,management,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1159,36,30-39,blue-collar,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1160,27,17-29,blue-collar,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
1161,45,40-49,management,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
1162,28,17-29,blue-collar,married,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1163,30,30-39,technician,single,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1164,32,30-39,admin.,single,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
1165,29,17-29,services,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1166,36,30-39,admin.,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1167,48,40-49,admin.,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1168,45,40-49,admin.,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1169,35,30-39,technician,married,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
1170,42,40-49,services,married,high.school,secondary,unknown,no,yes,no housing loan,personal loan,single loan exposure
1171,45,40-49,blue-collar,married,basic.4y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1172,39,30-39,services,single,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1173,32,30-39,admin.,married,university.degree,tertiary,unknown,no,yes,no housing loan,personal loan,single loan exposure
1174,29,17-29,admin.,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1175,34,30-39,blue-collar,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1176,36,30-39,self-employed,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1177,31,30-39,services,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1178,44,40-49,blue-collar,married,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1179,36,30-39,technician,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1180,47,40-49,admin.,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1181,59,50-59,technician,married,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
1182,29,17-29,blue-collar,single,high.school,secondary,unknown,unknown,unknown,unknown,unknown,exposure unknown
1183,38,30-39,blue-collar,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1184,45,40-49,management,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1185,28,17-29,self-employed,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1186,37,30-39,blue-collar,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1187,38,30-39,entrepreneur,married,basic.6y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1188,28,17-29,admin.,single,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1189,37,30-39,blue-collar,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1190,36,30-39,housemaid,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1191,54,50-59,housemaid,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1192,53,50-59,retired,married,basic.6y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
1193,43,40-49,unemployed,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1194,49,40-49,admin.,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
1195,32,30-39,self-employed,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1196,50,50-59,blue-collar,single,basic.9y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
1197,51,50-59,blue-collar,divorced,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1198,38,30-39,blue-collar,married,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1199,44,40-49,self-employed,married,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1200,29,17-29,blue-collar,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1201,46,40-49,blue-collar,divorced,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1202,32,30-39,unemployed,divorced,basic.4y,foundational,no,unknown,unknown,unknown,unknown,exposure unknown
1203,43,40-49,blue-collar,divorced,basic.4y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1204,53,50-59,admin.,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1205,35,30-39,services,single,basic.4y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
1206,49,40-49,admin.,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1207,35,30-39,blue-collar,married,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1208,40,40-49,services,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1209,29,17-29,services,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1210,38,30-39,technician,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1211,48,40-49,technician,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1212,53,50-59,retired,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1213,53,50-59,management,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1214,35,30-39,services,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1215,31,30-39,entrepreneur,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1216,46,40-49,entrepreneur,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1217,28,17-29,blue-collar,married,basic.6y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
1218,38,30-39,admin.,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1219,28,17-29,self-employed,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1220,31,30-39,blue-collar,divorced,basic.4y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1221,41,40-49,blue-collar,married,basic.9y,foundational,no,no,yes,no housing loan,personal loan,single loan exposure
1222,54,50-59,blue-collar,married,basic.9y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
1223,34,30-39,blue-collar,married,basic.6y,foundational,unknown,no,yes,no housing loan,personal loan,single loan exposure
1224,51,50-59,services,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1225,45,40-49,blue-collar,single,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1226,32,30-39,admin.,divorced,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
1227,28,17-29,student,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
1228,55,50-59,admin.,divorced,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1229,41,40-49,self-employed,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1230,57,50-59,services,divorced,high.school,secondary,unknown,no,yes,no housing loan,personal loan,single loan exposure
1231,44,40-49,entrepreneur,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1232,29,17-29,blue-collar,single,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1233,36,30-39,technician,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1234,39,30-39,services,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1235,30,30-39,blue-collar,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1236,35,30-39,services,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1237,60,60+,entrepreneur,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1238,57,50-59,blue-collar,divorced,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1239,44,40-49,technician,divorced,unknown,unknown,no,no,yes,no housing loan,personal loan,single loan exposure
1240,40,40-49,entrepreneur,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
